Name,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Japanese VA,Funi English VA,Residence,Epithet,Age,Height,Blood Type,Bounty,Odex English VA,4Kids English VA,Origin,Alias,Real name,English Name,Type,Meaning,Size,Weight,First Appearance.1,Age at Death,Zombie Number,First appearance,Region,Gladiator Number,Features,Literal Meaning,Captain,Total Bounty,CP9 key,Affiliation,Completion Date,Affiliates
Goro,ゴロー,Gorō,Goro,Chapter 316 (cover); One Piece: Stampede,Ukkari Hot-Spring Island,Onsen manager,Alive,November 26th[1],,,Ukkari Hot-Spring Island; Arabasta (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorobe,ごろ兵衛,Gorobē,Gorobei,Chapter 924; Episode 916[1],,,Unknown,,,,"Okobore Town, Kuri, Wano Country[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotti,ゴッティ,Gotti,Gotti,Chapter 825; Episode 783[1],Fire Tank Pirates[2],"Pirate, Assassin,[2] Combatant[3]",Alive,May 21st[4],,,,,33[3],"375 cm (12'4"")[3]",S[3],,,,West Blue[3],,,,,,,,,,,,,,,,,,,,,
Grabar,グラバー,Gurabā,Grabba,Chapter 717; Episode 647[1],Tontatta Kingdom[1],,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gram,グラム,Guramu,N/A,Chapter 391; Episode 275[1],Ohara Archaeologists[1],Archaeologist[1],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Michael,グレートミカエル,Gurēto Mikaeru,N/A,Chapter 563[1],Ally of the Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernica,ゲルニカ,Gerunika,Guernica,Chapter 705; Episode 635[1],CP0[1],Cipher Pol Agent[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyaro,ギャロ,Gyaro,Gyaro,Chapter 197; Episode 387[1],Macro Pirates; Sun Pirates (former)[2],Pirate; Slave trader[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gyoro, Nin, and Bao","ギョロ, ニン, バオ","Gyoro, Nin, Bao","Gyoro, Nin, Bao",Chapter 449; Episode 343[1],Thriller Bark Pirates,Soldier Zombies,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyoru,ギョルさん,Gyoru-san,Gyoll[1],Chapter 1[2];Episode 45[3],,Fishmonger,Alive,March 7th[4],,,Foosha Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyro,ジャイロ,Jairo,Gyro,Chapter 611; Episode 530[1],"Gyro Pirates[2], New Fish-Man Pirates (ruse, former)",Pirate; Captain[1],Alive,June 22nd[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hack,ハック,Hakku,Hack,Chapter 706;[1] Episode 633[2],Revolutionary Army[3][4],Fish-Man Karate Instructor[5]Fish-Man Jujutsu Martial Artist[5],Alive,August 9th[8],,,,,38[7],"280 cm (9'2"")[7]",F[9],,,,Grand Line (Fish-Man Island)[9],,,,,,,,,,,,,,,,,,,,,
Hack,ハック,Hakku,Huck[1],Chapter 391; Episode 275[2],Ohara Archaeologists[2],Archaeologist[2],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hajrudin,ハイルディン,Hairudin,Hajrudin,Chapter 706; Episode 639[1],"New Giant Warrior Pirates, Buggy's Delivery (resigned);[2] Straw Hat Grand Fleet[3]",Captain of the Sixth Ship of the Straw Hat Grand Fleet;[3] Pirate; Captain; Mercenary (former),Alive,August 12th[5],,,Elbaf,,81[4],"2200 cm (72'2"")[6]",XF[6],,,,Grand Line (Elbaf)[6],,,,,,,,,,,,,,,,,,,,,
Hakowan,ハコワン,Hakowan,Boxer[1],Chapter 245; Episode 778[2],Wapol; Black Drum Kingdom,Pet,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham Burger,ハン・バーガー,Han Bāgā,Ham Burger,Chapter 823; Episode 777[1],,King of the Ballywood Kingdom[2],Alive,July 20th[3],,,Ballywood Kingdom[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamburg,ハンバーグ,Hanbāgu,Hamburg,Chapter 305; Episode 207[1],Foxy Pirates; Groggy Monsters,Pirate; Combatant[2],Alive,February 22nd[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamlet,ハムレット,Hamuretto,Hamlet,Chapter 994;[1] Episode 982[2],Beasts Pirates,Shinuchi,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammond,ハモンド,Hamondo,Hammond,Chapter 607; Episode 526[1],New Fish-Man Pirates[2],Pirate;Combatant,Alive,July 17th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Han,半公,Han-kō,Hanko,Chapter 940; Episode 937,,,Alive,,,,"Ebisu Town, Wano Country[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hana,お花,O-Hana,N/A,Chapter 971; Episode 973[1],,,Unknown,,,,"Flower Capital, Wano Country[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hangan,ハンガン,Hangan,Hangan,Chapter 556; Episode 465[1],Ally of the Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanger,ハンガー,Hangā,N/A,Chapter 97; Episode 48[1],Robecca Hanberg,Salesperson,Alive,September 23rd[2],,,Loguetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanji,ハンジ,Hanji,N/A,Chapter 949;[1] Episode 947[2],Ninja-Pirate-Mink-Samurai Alliance[3],Prisoner (former)[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannyabal,ハンニャバル,Hannyabaru,Hannyabal,Chapter 526; Episode 422[1],Impel Down,Chief Warden;[2] Vice Warden (former),Alive,August 28th[3],,,,,33 (debut)35 (after timeskip)[4],"309 cm (10'1"")[4]",S[4],,,,South Blue[4],,,,,,,,,,,,,,,,,,,,,
Hanzo,半ぞう,Hanzō,Hanzo,Chapter 931; Episode 925[1],"Beasts Pirates;[2] Orochi Oniwabanshu (former);[1] Kozuki Family Oniwabanshu (anime only, former)[3]",Ninja; Pirate[1],Alive,August 3rd[4],,,"Flower Capital, Wano Country",,42[4],"544 cm (17'10"")[5]",F[4],,,,Wano Country[4],,,,,,,,,,,,,,,,,,,,,
Happa Yamao,ハッパ・ヤマオ,Happa Yamao,Happa Yamao,Chapter 341; Episode 241,,Carpenter; Bandit (former),Alive,,,,Water 7; Pucci (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happygun,ハッピーガン,Happīgan,N/A,Chapter 578[1],Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hara,原,Hara,N/A,Chapter 919; Episode 909[1],,,Alive,,,,Wano Country (Flower Capital)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haredas,ハレダス,Haredasu,Haredas,Chapter 523; Episode 418[1],,Scientist[1],Alive,October 14th[2],,,Weatheria[1],,95 (debut)97 (after timeskip)[3],"253 cm (8'4"")[3]",X[3],,,,Sky Islands (Birka)[3],,,,,,,,,,,,,,,,,,,,,
Harisenbon,ハリセンボン,Harisenbon,Harisenbon,Chapter 617; Episode 555,New Fish-Man Pirates[1],Pirate;[1] Sea Urchin Armor Spine Squad Commander[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haritsu Kendiyo,ハリーツ・ケンディヨ,Harītsu Kendiyo,Victimothy Crucifixio,"Chapter 594, Episode 511[1]",,Pirate; Captain,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haruta,ハルタ,Haruta,Haruta,Chapter 553; Episode 461[1],Whitebeard Pirates[1],12th Division Commander; Pirate[1],Alive,February 4th[2],,,,,,,,,,,South Blue[3],,,,,,,,,,,,,,,,,,,,,
Hasami,ハサミ,Hasami,"Pincers (Viz, 4Kids, FUNimation subs)Scissors (FUNimation dub)",Chapter 176; Episode 110[1],Ukkari Hot-Spring Island; Matsuge; Straw Hat Pirates (temporary)[1],Ukkari Hot-Springs Resort Transportation,Alive,,,,Arabasta; Ukkari Hot-Springs Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatcha,八茶,Hatcha,Haccha,Chapter 981; Episode 987[1],Beasts Pirates (Numbers),,Alive,October 8th[2],,,,,188[2],"6680 cm (219'2"")[2]",XF[2],,,,Punk Hazard[2],,,,,,,,,,,,,,,,,,,,,
Hatchan,はっちゃん,Hatchan,Hatchan,Chapter 69; Episode 31[1],Takoyaki 8;[2] Arlong Pirates[1] (former); Sun Pirates (former)[3],Takoyaki seller;[2] Pirate (former); Pirate Officer[1] (former),Alive,August 8th[6],,,,,36 (debut)38 (after timeskip)[5],"220 cm (7'3"")[5]",S[5],,,,,,,,,,,,,,,,,,,,,,,,,
Hattori,ハットリ,Hattori,Hattori,Chapter 323; Episode 230[1],CP9[2] (former); Galley-La[1] (former[2]),Rob Lucci's Pet[3],Alive,August 10th[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat,ヒート,Hīto,Heat,Chapter 500; Episode 394[1],Kid Pirates[1],Pirate[1],Alive,December 1st[2],,,,,,,,,,,South Blue[3],,,,,,,,,,,,,,,,,,,,,
Helmeppo,ヘルメッポ,Herumeppo,Helmeppo,Chapter 3; Episode 2[1],Marines (Headquarters; SWORD) (formerly 153rd Branch),"Lieutenant Commander,[2];Chief Petty Officer[3] (promoted);Chore Boy (promoted)",Alive,July 16th[5],,,Shells Town (former),,20 (debut)22 (after timeskip)[4],"179 cm (5'10"")[4]",S[4],,,,,,,,,,,,,,,,,,,,,,,,,
Heppoko,ヘッポコ,Heppoko,N/A,Chapter 2; Episode 1[1],Alvida Pirates[1],Pirate[1],Alive,September 2nd[2],,,Goat Island[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hera,N/A,N/A,N/A,Chapter 703; Episode 633[1],Corrida Colosseum,Gladiator,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hera,ヘラ,Hera,Hera,Chapter 1011; Episode 1028[1],Big Mom Pirates,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracles,ヘラクレス,Herakuresu,Heracles,Chapter 524; Episode 420[1],,Warrior[1]; Botanist[2],Alive,May 10th[3],,,Boin Archipelago[1],,49 (debut)51 (after timeskip)[2],"214 cm (7'0"")[2]",F[2],,,,South Blue[2],,,,,,,,,,,,,,,,,,,,,
Herb,ハーブ,Hābu,N/A,"Chapter 287, Episode 187[1]",Shandia[1],,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewitt,ヒューイット,Hyūitto,N/A,Chapter 223; Episode 146[1],Bellamy Pirates[1],Pirate; Chef[1],Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hibari,ひばり,Hibari,Hibari,Chapter 1061[1],Marines; SWORD[1],Commander,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidayu,火太夫,Hidayū,N/A,Chapter 926; Episode 918[1],Kozuki Family[1]; Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],Alive,,,,Wano Country (Flower Capital)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higuma,ヒグマ,Higuma,Higuma,Chapter 1; Episode 4[1],Higuma Bandits[2],Bandit Leader[1],Deceased,November 18th[3],,,,,,"190 cm (6'3"")[2]",X[2],,,,East Blue[2],,,,,,,,,46[2],,,,,,,,,,,,
Hihimaru,ひひ丸,Hihimaru,Hihimaru,Chapter 910; Episode 892[1],Beasts Pirates[2] (defected),,Alive,,,,"Kuri, Wano Country[2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hildon,ヒルドン,Hirudon,Hildon,Chapter 444; Episode 339[1],Thriller Bark Pirates,Wild Zombie,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hina,ヒナ,Hina,Hina,Chapter 171; Episode 127[1],Marines;[1] Black Cage Corps[2],Rear Admiral;[3] Captain (former)[4],Alive,March 3rd[5],,,,,32 (debut)[5]34 (after timeskip)[6],"181 cm (5'11"")[7]",F[7],,,,West Blue[7],,,,,,,,,,,,,,,,,,,,,
Hip,ヒップ,Hippu,N/A,Chapter 1038;,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippo Gentleman,カバ紳士,Kaba Shinshi,Hippo Gallant (Viz); Gentleman Hippopotamus (Funimation Sub); Hippo Gentleman (Funimation Dub),"Chapter 451, Episode 345[1]",Thriller Bark Pirates,Wild Zombie Vice Commander[2],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiramera,ヒラメラ,Hiramera,Hiramela (Viz);Hiramera (FUNimation),Chapter 608; Episode 527[1],Mermaid Café[2],Dancer[3],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiriluk,ヒルルク,Hiruruku,Hiriluk,Chapter 141; Episode 85[1],,Doctor; Thief (former),Deceased,January 12th[2],,,Drum Island,,,213 cm (7')[3],F[3],,,,Grand Line (Drum Kingdom)[3],,,,,,,,,68[3],,,,,,,,,,,,
Hiroshi,ひろし,Hiroshi,N/A,Chapter 915; Episode 901[1],,Restaurant Owner,Alive,,,,Wano Country (Bakura Town),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitsugisukan,ひつギスカン公爵,Hitsugisukan Kōshaku,Duke Genghis Baan,Chapter 963;[1] Episode 968[2],Mokomo Dukedom[1],Ruler of Mokomo Dukedom (Former)[2],Unknown,,,,Zou[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho,ホウ,Hō,Hou (Viz)Ooh (WT100)[1],Chapter 213; Episode 128[2],Nefertari Family,Doctor[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hocha,ホチャ,Hocha,N/A,Chapter 391; Episode 275[1],Ohara Archaeologists,Archaeologist,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hocker,ホッカー,Hokkā,Hocker,Chapter 12; Episode 6[1],Chouchou[1],Pet Shop Owner[1],Deceased,May 17th[2],,,Orange Town[1],,,,,,,,East Blue (Organ Islands),,,,,,,,,,,,,,,,,,,,,
Hody Jones,ホーディ・ジョーンズ,Hōdi Jōnzu,"Hody Jones (Viz),[1]Hordy Jones (FUNimation)",Chapter 608; Episode 527[2],New Fish-Man Pirates;[3] Ally of the Flying Pirates (former); Ryugu Kingdom (former)[4],Pirate; Captain;[3] Soldier (former)[4],Alive,April 14th[6],,,,,30[5],"331 cm (10'10"")[7]",F[7],,,,Grand Line (Ryugu Kingdom)[7],,,,,,,,,,,,,,,,,,,,,
Hoe,ホエ,Hoe,Hoe,Chapter 611; Episode 530[1],King Neptune,Neptune's transportation and pet,Alive,September 13th[2],,,,,,,,,,,,,,,,,"40m (131'4"") by estimate[3]",,,,,,,,,,,,,,,
Hogback,ホグバック,Hogubakku,Hogback,Chapter 446; Episode 340[1],Thriller Bark Pirates (Mysterious Four)[2],Doctor[3],Alive,December 19th[4],,,,,45 (debut)[5]47 (post timeskip)[6],"223 cm (7'4"")[6]",XF[6],,,,West Blue[6],,,,,,,,,,,,,,,,,,,,,
Holed'em,ホールデム,Hōrudemu,Holdem,Chapter 915; Episode 901[1],Beasts Pirates,Shinuchi[3],Alive,August 21st[2],,,"Bakura Town, Wano Country",,30[2],"312 cm (10'3"")[2]",F[2],,,,Wano Country[2],,,,,,,,,,,,,,,,,,,,,
Holy,ホーリー,Hōrī,Holly (Viz); Holy (FUNimation),Chapter 241; Episode 155[1],God's Army[1],Pet[1],Alive,November 7th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home,ホメ,Home,N/A,Chapter 921; Episode 912[1],Mt. Atama Thieves[1],,Alive,,,,Wano Country (Mt. Atama)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongo,ホンゴウ,Hongō,N/A,Chapter 1; Episode 489[1],Red Hair Pirates[1],Pirate; Officer;[1] Doctor,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honner,ホンナー,Hon'nā,N/A,"Chapter 287, Episode 187[1]",,Ship's Doctor[1],Deceased,,,,,,,,,,,,Lvneel Kingdom[1],,,,,,,,,,,,,,,,,,,,,
Hop,ホップ,Hoppu,N/A,Chapter 1040;,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotei,ホテイ,Hotei,Hotei,Chapter 951; Episode 951[1],Beasts Pirates; Kurozumi Family (former)[2],Samurai; Pirate; Captain of the Mimawarigumi (former)[1][2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotori and Kotori,ホトリとコトリ,Hotori to Kotori,Hotori and Kotori,Chapter 261; Episode 171,God's Army,Lieutenants of the Divine Soldiers,Alive,March 10th[1],,,,,25 (debut)27 (after timeskip)[1],"179 cm (5'10"")[1]",S[1],,,,Sky Islands (Birka)[1],,,,,,,,,,,,,,,,,,,,,
House,ハウス,Hausu,N/A,Chapter 1038,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hublot,ウブロ,Uburo,Hublot,Chapter 552; Episode 461[1],Spade Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humphrey,ハンフリー,Hanfurī,Humphrey[1],Chapter 598; Episode 517,Sabaody Archipelago,Bartender,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hustle,ハッスル,Hassuru,N/A,Chapter 60[1],Krieg Pirates[1],Pirate; Combat Instructor[2],Alive,July 28th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyogoro,ヒョウ五郎,Hyōgorō,Hyogoro,Chapter 926; Episode 919[1],,Prisoner (former);[1] Yakuza Boss (former);[2] Samurai,Alive,February 14[5],,,"Flower Capital (former);[3] Udon, Wano Country[1]",,70[5],"100 cm (3'3"")[5]",S[5],,,,,"""Grandpa Hyo"" (ヒョウじい, Hyō-jii?, Viz: ""Old Man Hyo"")[4]",,,,,,,,,,,,,,,,,,,,
Hyoutauros,ヒョウタウロス,Hyōtaurosu,Hyoutauros,Chapter 658[1]; Episode 582,Caesar Clown; Centaur Patrol Unit[1],,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyouzou,ヒョウゾウ,Hyōzō,Hyouzou,Chapter 607; Episode 527[1],New Fish-Man Pirates[2],Mercenary[3]; Pirate; Assassin[2]; Pirate Officer; Swordsman[4],Alive,April 18th[5],,,,,39[6],"327 cm (10'9"")[6]",X[6],,,,Grand Line (Ryugu Kingdom)[6],,,,,,,,,,,,,,,,,,,,,
Ibiributsu,イビリブツ,Ibiributsu,N/A,Chapter 926; Episode 919[1],Beasts Pirates[1],Waiter; Prisoner Mine Guard[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibusu,イブス,Ibusu,Yves,Chapter 738; Episode 671[1],Doerena Kingdom; Donquixote Pirates,Pirate; Captain,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceburg,アイスバーグ,Aisubāgu,Iceberg,Chapter 323; Episode 230[1],Galley-La Company; Water 7;[2][3] Tom's Workers (former),President of the Galley-La Company; Mayor of Water 7[2][3],Alive,January 3rd[5],,,Water 7,,38 (debut)40 (after timeskip)[4],"199 cm (6'6"")[4]",X[4],,,,Grand Line (Water 7)[4],,,,,,,,,,,,,,,,,,,,,
Ideaman,アイデアマン,Aideaman,N/A,Chapter 55; Episode 25[1],Krieg Pirates[1],Pirate;[1] Staff Officer of Planning[2],Alive,March 17th[3],,,,,,,,,,,East Blue[3],,,,,,,,,,,,,,,,,,,,,
Ideo,イデオ,Ideo,Ideo,Chapter 706;[1] Episode 633[2],Ideo Pirates;[3][4] Straw Hat Grand Fleet[5],"Captain of the Fourth Ship of the Straw Hat Grand Fleet;[5] Pirate, Captain;[4] Boxer[6]",Alive,October 10th[8],,,,,22[7],"225 cm (7'5"")[8]",X[8],,,,Grand Line[8],,,,,,,,,,,,,,,,,,,,,
Igaram,イガラム,Igaramu,Igaram,Chapter 106; Episode 64[1],Arabasta;[2] Baroque Works[3] (former)[2],"Captain of the Royal Guard;[2] Frontier Agent[3] (former);[2] Bounty Hunter (former); Mayor of Whisky Peak[1] (undercover, former)[2]",Alive,December 6[5],,,,,48 (debut)50 (after timeskip)[4],"218 cm (7'1"")[4]",X[4],,,,Grand Line (Arabasta Kingdom)[4],"""Mr. 8""（ミスター・エイト） (Misutā Eito, ""Mr. 8""（ミスター・エイト）?)[3] (former);""Igarappoi"" (イガラッポイ, ""Igarappoi""?)[1]",,,,,,,,,,,,,,,,,,,,
Ikaros Much,イカロス・ムッヒ,Ikarosu Muhhi,Ikaros Much,Chapter 611; Episode 530[1],New Fish-Man Pirates[1],Pirate; Pirate Officer[1],Alive,January 13th[2],,,,,30[3],"499 cm (16'4"")[3]",XF[3],,,,Grand Line (Ryugu Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Ikkaku,一鶴,Ikkaku,N/A,Chapter 915; Episode 902[1],,Announcer,Alive,,,,Wano Country (Bakura Town),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikkaku,イッカク,Ikkaku,Ikkaku,Chapter 810; Episode 757[1],Heart Pirates[2],Pirate[2],Alive,December 7th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Im,イム,Imu,Imu,Chapter 906; Episode 885[1],World Government[2],Secret Ruler of the World,Alive,,,,Mary Geoise (Pangaea Castle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impel Down,インペルダウン,Inperu Daun,,,,,,,,,,,,,,,,,,,,Impel Down,,,,,,,,Chapter 525; Episode 422[1],Calm Belt,,,,,,,,,World Government
Inazuma,イナズマ,Inazuma,Inazuma,Chapter 536; Episode 438[1],Kamabakka Kingdom; Newkama Land; Revolutionary Army; Impel Down (former),Revolutionary; Prisoner of the Great Prison (former),Alive,August 3rd[2],,,,,27 (debut)29 (after timeskip)[3],"228 cm (7'5"")[3]",F[3],,,,South Blue[3],,,,,,,,,,,,,,,,,,,,,
Inbi,一美（インビ）,Inbi,Inbi,Chapter 954; Episode 955[1],Beasts Pirates (Numbers)[2],,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigo,インディゴ,Indigo,Indigo,Chapter 0;[1]Episode 429; Movie 10,Golden Lion Pirates,Pirate; Scientist,Alive,December 5th[2],,,Merveille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhel,インヘル,Inheru,Inhel,Chapter 718; Episode 648[1],Tontatta Kingdom Scouting Unit[2]; Tontatta Pirates; Straw Hat Grand Fleet,Scout[2]; Pirate[3],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inoichibannosuke,いの一番の助,Inoichibannosuke,N/A,Chapter 917; Episode 904[1],,Firefighter[1],Alive,,,,Wano Country (Bakura Town),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inuarashi,イヌアラシ,Inuarashi,DogstormDogupine (former),Chapter 808;[1] Episode 756[2],Mokomo Dukedom; Musketeers; Kozuki Family;[3] Inuarashi Musketeer Squad; Ninja-Pirate-Mink-Samurai Alliance (disbanded); Nine Red Scabbards;[4] Roger Pirates ‡; Whitebeard Pirates ‡[5],Ruler of the Mokomo Dukedom (former);[6] Commander of the Musketeers; Retainer;[7] Samurai;[4] Pirate Apprentice (former),Alive,October 11th[11],,,Zou (former) (Kurau City)Wano Country,,40[10],"511 cm (16'9"")[12]",X[10],,,,Grand Line (Mokomo Dukedom)[10],,,,,,,,,,,,,,,,,,,,,
Inukai,犬飼,Inukai,N/A,Chapter 932; Episode 926[1],,Official[2],Alive,,,,Wano Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inuppe,犬ッペ,Inuppe,Dog Penguin,Chapter 451; Episode 345[1],Thriller Bark; Penguin Trio[1],Wild Zombie[1],Deceased,December 16th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipponmatsu,いっぽんマツ,Ipponmatsu,Matsu (Viz),Chapter 97; Episode 49[1],Loguetown Arms Shop,Arms Shop Proprietor,Alive,January 31st[2],,,Loguetown,,38 (debut)40 (after timeskip)[2],"157 cm (5'2"")[2]",X[2],,,,East Blue (Loguetown)[2],,,,,,,,,,,,,,,,,,,,,
Ipponume,いっぽんウメ,Ippon'ume,Ippon Ume[1],Chapter 97; Episode 49[2],Loguetown Arms Shop,Arms Shop Proprietress,Alive,December 1st[3],,,Loguetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isa,イーサ,Īsa,N/A,Chapter 256; Episode 168[1],Shandia[1],,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishigo Shitemanna,イーシゴ・シテマンナ,Īshigo Shiteman'na,Verree Finework[1],Chapter 325; Episode 231[2],Civilian[2],Appraiser[2],Alive,,,,Water 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishilly,イシリー,Ishirī,Ishilly (Viz);Ishily (WT100)[1],Chapter 608; Episode 527[2],Mermaid Café,Dancer,Alive,May 4th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Island Eater,島食い,Shima Kui,Island Eater,Chapter 128; Episode 77[1],,,Deceased,April 21st[2],,,,,,"715 m (2345'9"")[3]",,,,,,,,,,,,120 t[3],,,,,,,,,,,,,,
Islewan,アイルワン,Airuwan,Islewan,Chapter 553; Episode 462[1],Whitebeard Pirates[1],Pirate; Captain[1],Alive,January 1st[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issho,イッショウ,Isshō,Issho,Chapter 701; Episode 630[1],Marines[2][3],Admiral[3],Alive,August 10th[4][5],,,,,54[6],"270 cm (8'10"")[6]",S[6],,,,Grand Line[6],"""Fujitora"" (藤虎, Fujitora?, literally meaning ""Wisteria Tiger"")[2]",,,,,,,,,,,,,,,,,,,,
Isuka,イスカ,Isuka,Isuka,One Piece novel A Vol. 1[1],Marines[1],Ensign[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itomimizu,イトミミズ,Itomimizu,Itomimizu,Chapter 306; Episode 209,Foxy Pirates,Pirate; Announcer,Alive,January 11th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iwatobi,イワトビ,Iwatobi,N/A,Chapter 823; Episode 777[1],Levely[2],King[2],Alive,,,,Whiteland Kingdom[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Izou,イゾウ,Izō,Izo,Chapter 553; Episode 461[1],Whitebeard Pirates (former);[1] Kozuki Family,16th Division Commander (former); Pirate (former);[1] Samurai;[2] Retainer of the Kozuki Family,Deceased,October 13th[4],,,Wano Country[3] (Ringo),,43 (debut)[6],"192 cm (6'3"")[5]",X[6],,,,Grand Line (Wano Country)[3],,,,,,,,,45 (after timeskip)[7],,,,,,,,,,,,
Jabra,ジャブラ,Jabura,Jabra,Chapter 375; Episode 264[1],CP9[2] (former),Cipher Pol Agent[2] (former),Alive,June 5th[7],,,Guanhao (former)[3],,35 (debut)[4]37 (after timeskip)[5],"212 cm  (6'11½"")[3]",S[3],,,,North Blue[3],,,,,,,,,,,,,,,,,,,,,
